"Attribution: Attribution Number","Opportunity: Opportunity Name","Opportunity: Account Name","Partner Net ARR (converted) Currency","Partner Net ARR (converted)","Opportunity: Net ARR Atlas (Commission) Currency","Opportunity: Net ARR Atlas (Commission)","Opportunity: Net ARR Non-Atlas (Commission) (converted) Currency","Opportunity: Net ARR Non-Atlas (Commission) (converted)","Opportunity: zzDeprecate-Owner Area Group","Opportunity: zzDeprecate-Owner Regional Group","Split %","Role","Opportunity: Close Date","Opportunity: Fiscal Period","Opportunity: Stage","Partner","Status","Attribution: Created Date","Opportunity: Created Date"
"A-0633018","Gosp - Generali Operations Service Platform Gosp - Insurance in a box - Renewal - Run Rate - FY27-Q2","Gosp - Generali Operations Service Platform","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Accenture S.p.A.","Approved","12/19/2025","8/2/2025"
"A-0633019","Gosp - Generali Operations Service Platform Gosp - Insurance in a box - Renewal - Run Rate - FY27-Q3","Gosp - Generali Operations Service Platform","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Accenture S.p.A.","Approved","12/19/2025","11/2/2025"
"A-0634749","Accenture - Training Poste it.","Accenture S.p.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","IMEA","35.00","Strategic","3/10/2026","Q1-2027","Closed Lost","Accenture S.p.A.","Approved","1/7/2026","12/22/2025"
"A-0637148","INPS - DB Unico Pensioni","INPS","USD","157386.51","EUR","0.00","USD","449675.73","EMEA","EMEA PubSec","35.00","Strategic","10/31/2026","Q3-2027","Scope","Accenture S.p.A.","Approved","1/16/2026","11/13/2025"
"A-0641684","Terna Rete Italia SpA Nuovi dati del metering UPNR - Renewal - Run Rate - FY27-Q1","Terna - Rete Elettrica Nazionale S.p.A","USD","0.00","EUR","-54819.98","USD","0.00","EMEA","EMEA PubSec","0.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Accenture S.p.A.","Rejected","1/30/2026","5/2/2025"
"A-0644045","Avvocatura Dello Stato Migrazione Alfresco - Renewal - Run Rate - FY27-Q4","Avvocatura Dello Stato","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Accenture S.p.A.","Approved","2/2/2026","2/2/2026"
"A-0642774","CNH Industrial spa EDP - Renewal - Run Rate - FY27-Q4","CNH Industrial spa","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Accenture S.p.A.","Approved","2/2/2026","2/2/2026"
"A-0648583","Vodafone Italia Spa App MyVodafone, DXL Atlas Migration - Renewal - Run Rate - FY27-Q4","Vodafone Italia Spa","USD","0.00","EUR","0.00","USD","0.00","EMEA","UK&I I","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Accenture S.p.A.","Approved","2/2/2026","2/2/2026"
"A-0644521","Noovle S.p.A. O2C Renewal 2026 - Run Rate - FY27-Q4","Noovle S.p.A.","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Accenture S.p.A.","Approved","2/2/2026","2/2/2026"
"A-0649844","Snam S.p.A. SNAM - DBAsaService. Documentale.Telediagnostica impianti trattamento. Impatto ope... - Run Rate - FY27-Q4","Snam S.p.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Accenture S.p.A.","Approved","2/2/2026","2/2/2026"
"A-0648091","Gosp - Generali Operations Service Platform Gosp - Insurance in a box - Renewal - Run Rate - FY27-Q4","Gosp - Generali Operations Service Platform","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Accenture S.p.A.","Approved","2/2/2026","2/2/2026"
"A-0648085","ENI Docware Apps - Renewal - Run Rate - FY27-Q4","ENI","USD","0.00","EUR","0.00","USD","0.00","EMEA","IMEA","0.00","Reseller","1/31/2027","Q4-2027","Elastic Forecast","Accenture S.p.A.","Approved","2/2/2026","2/2/2026"
"A-0690035","Corpo Nazionale Vigili del Fuoco DBA-VVF - Renewal","Corpo Nazionale Vigili del Fuoco","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA","35.00","Strategic","11/27/2026","Q4-2027","Research","Accenture S.p.A.","Pending Approval","2/4/2026","2/4/2026"
"A-0701193","Avvocatura Dello Stato Migrazione Alfresco - Renewal","Avvocatura Dello Stato","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","35.00","Strategic","12/31/2026","Q4-2027","Research","Accenture S.p.A.","Pending Approval","2/4/2026","2/4/2026"
"A-0701141","CNH Industrial spa EDP - Renewal","CNH Industrial spa","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","15.00","Influencing","1/31/2027","Q4-2027","Research","Accenture S.p.A.","Pending Approval","2/4/2026","2/4/2026"
"A-0701058","ASL Città di Torino CCE OOCS Project for OPS Manager Sizing - Renewal","ASL Città di Torino","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA","35.00","Strategic","12/31/2026","Q4-2027","Research","Accenture S.p.A.","Pending Approval","2/4/2026","2/4/2026"
"A-0701174","Gosp - Generali Operations Service Platform Gosp - Insurance in a box - Renewal","Gosp - Generali Operations Service Platform","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","15.00","Influencing","12/31/2026","Q4-2027","Research","Accenture S.p.A.","Pending Approval","2/4/2026","2/4/2026"
"A-0702362","Intesa Sanpaolo Protezione S.p.A. Intesa Sanpaolo Assicura S.p.A. - price management - Renewal - EXT - Renewal","Intesa Sanpaolo Protezione S.p.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","IMEA","35.00","Strategic","12/31/2026","Q4-2027","Research","Accenture S.p.A.","Pending Approval","2/4/2026","2/4/2026"
"A-0708540","Telecom Italia Mobile S.p.A. o2c couchbase replacement - Renewal - Run Rate - FY27-Q1","Noovle S.p.A.","USD","2149.04","USD","14326.94","USD","0.00","EMEA","IMEA","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Accenture S.p.A.","Approved","2/7/2026","5/2/2025"
"A-0710253","Accenture Financial Advanced Solutions & Technology S.r.l. Afast - Copybanking - Migrate - Spr... - Run Rate - FY27-Q2","Accenture Financial Advanced Solutions & Technology S.r.l.","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Accenture S.p.A.","Approved","2/25/2026","8/2/2025"
"A-0710254","Accenture Financial Advanced Solutions & Technology S.r.l. Afast - Copybanking - Migrate - Spr... - Run Rate - FY27-Q3","Accenture Financial Advanced Solutions & Technology S.r.l.","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Accenture S.p.A.","Approved","2/25/2026","11/2/2025"
"A-0710255","Accenture Financial Advanced Solutions & Technology S.r.l. Afast - Copybanking - Migrate - Spr... - Run Rate - FY27-Q4","Accenture Financial Advanced Solutions & Technology S.r.l.","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Accenture S.p.A.","Approved","2/25/2026","2/2/2026"
"A-0710401","Accenture Financial Advanced Solutions & Technology S.r.l. Afast - Copybanking - Migrate - Spr... - Run Rate - FY27-Q1","Accenture Financial Advanced Solutions & Technology S.r.l.","USD","-8397.64","USD","-23993.25","USD","0.00","EMEA","IMEA","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Accenture S.p.A.","Approved","2/26/2026","5/2/2025"
"A-0712256","Sogei - Societa' Generale D'inform Sogei - Team Architetture - Renewal","Sogei - Societa' Generale D'inform","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","35.00","Strategic","11/30/2026","Q4-2027","Research","Accenture S.p.A.","Pending Approval","3/10/2026","2/4/2026"
"A-0712257","Sogei - Atlas MEPA contract - Run Rate - FY27-Q1","Sogei - Societa' Generale D'inform","USD","2404.41","EUR","5809.00","USD","0.00","EMEA","EMEA PubSec","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Accenture S.p.A.","Approved","3/10/2026","11/21/2025"
"A-0712258","Sogei - Atlas MEPA contract - Run Rate - FY27-Q2","Sogei - Societa' Generale D'inform","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Accenture S.p.A.","Approved","3/10/2026","11/21/2025"
"A-0712259","Sogei - Atlas MEPA contract - Run Rate - FY27-Q3","Sogei - Societa' Generale D'inform","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Accenture S.p.A.","Approved","3/10/2026","11/21/2025"
"A-0712260","Sogei - Atlas MEPA contract - Run Rate - FY27-Q4","Sogei - Societa' Generale D'inform","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Accenture S.p.A.","Approved","3/10/2026","2/2/2026"
"A-0712401","Snam S.p.A. Impatto operativo, Telediagnostica impianti trattamento - Renewal - Run Rate - FY27-Q1","Snam S.p.A.","USD","90409.29","EUR","218426.77","USD","0.00","EMEA","EMEA PubSec","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Accenture S.p.A.","Approved","3/11/2026","5/2/2025"
"A-0712402","Snam S.p.A. Impatto operativo, Telediagnostica impianti trattamento - Renewal - Run Rate - FY27-Q2","Snam S.p.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Accenture S.p.A.","Approved","3/11/2026","8/2/2025"
"A-0712403","Snam S.p.A. Impatto operativo, Telediagnostica impianti trattamento - Renewal - Run Rate - FY27-Q3","Snam S.p.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Accenture S.p.A.","Approved","3/11/2026","11/2/2025"
"A-0712404","Snam - Top up 2026 - Run Rate - FY27-Q4","Snam S.p.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Accenture S.p.A.","Approved","3/11/2026","2/2/2026"
"A-0712694","Montepio Mainframe Offload with Accenture","Montepio Geral","USD","0.00","USD","0.00","USD","0.00","EMEA","Iberia","35.00","Strategic","3/27/2026","Q1-2027","Scope","Accenture S.p.A.","Approved","3/12/2026","9/30/2025"
"A-0337823","Santander PT - Atlas - Visao360 Contas","Banco Santander Totta, S.A.","USD","0.00","USD","0.00","USD","0.00","EMEA","Iberia","35.00","Strategic","2/26/2026","Q1-2027","Pre-Onboarding","Accenture (Spain)","Approved","6/7/2024","5/24/2024"
"A-0590235","Fidelidade - CosmosDB to Atlas Migration","Fidelidade-Companhia de Seguros, S.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","Iberia","35.00","Strategic","4/24/2026","Q1-2027","Scope","Accenture (Spain)","Approved","10/6/2025","9/29/2025"
"A-0590810","Fidelidade Cloud Migration - New Customer","Fidelidade-Companhia de Seguros, S.A.","USD","0.00","USD","0.00","USD","0.00","EMEA","Iberia","35.00","Strategic","4/24/2026","Q1-2027","Discovery","Accenture (Spain)","Approved","10/8/2025","10/7/2025"
"A-0622751","Santander Tecnologia Banco Santander España - EA - Framework agreement","Santander Tecnologia","USD","0.00","EUR","0.00","USD","-499752.76","EMEA","Iberia","0.00","Strategic","2/16/2026","Q1-2027","Closed Lost","Accenture (Spain)","Rejected","11/4/2025","5/7/2025"
"A-0700746","Mora Banc Grup S.A. Morbanc EA - Renewal","Mora Banc Grup S.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA","35.00","Strategic","1/31/2027","Q4-2027","Research","Accenture (Spain)","Pending Approval","2/4/2026","2/4/2026"
"A-0698418","Banco Santander, S.A. GTIR - Renewal","Banco Santander, S.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","Iberia","30.00","Strategic","11/30/2026","Q4-2027","Research","Accenture (Spain)","Pending Approval","2/4/2026","2/4/2026"
"A-0709468","Montepio Geral - Mainframe offload - PS","Montepio Geral","USD","0.00","EUR","0.00","USD","0.00","EMEA","Iberia","35.00","Strategic","4/17/2026","Q1-2027","Scope","Accenture (Spain)","Approved","2/18/2026","12/3/2025"
"A-0710530","Caixa - Payment Hub - JG","CaixaBank SA","USD","157133.20","USD","0.00","USD","448952.00","EMEA","Iberia","35.00","Strategic","2/28/2026","Q1-2027","Scope","Accenture (Spain)","Pending Approval","2/27/2026","2/1/2024"
"A-0598425","AWS MP (Private) - Batelco Atlas Pro","Bahrain Telecommunications Company BSC","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","","Additional Reseller","3/10/2026","Q1-2027","Business Case","Beyon Solutions","","10/23/2025","7/29/2025"
"A-0599938","AWS MP (Private) - Batelco Atlas Pro","Bahrain Telecommunications Company BSC","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","35.00","Strategic","3/10/2026","Q1-2027","Business Case","Beyon Solutions","Approved","10/27/2025","7/29/2025"
"A-0388471","IKEA SAMS (Oracle Modernization)","IKEA IT AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","35.00","Strategic","7/1/2026","Q2-2027","Discovery","Capgemini AB","Approved","9/20/2024","9/20/2024"
"A-0454681","IKEA of Sweden AB (ECIS)","IKEA of Sweden AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","0.00","Strategic","7/1/2026","Q2-2027","Discovery","Capgemini AB","Rejected","2/10/2025","2/10/2025"
"A-0596549","Department of Primary Industries and Regional Development - final - Run Rate - FY27-Q1","Department of Primary Industries and Regional Development","USD","-60.16","USD","-171.88","USD","0.00","APAC","ANZ","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Capgemini Australia Pty. Limited","Approved","10/16/2025","10/16/2025"
"A-0596550","Department of Primary Industries and Regional Development - final - Run Rate - FY27-Q2","Department of Primary Industries and Regional Development","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Capgemini Australia Pty. Limited","Approved","10/16/2025","10/16/2025"
"A-0607093","Department of Primary Industries and Regional Development - final - Run Rate - FY27-Q3","Department of Primary Industries and Regional Development","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Capgemini Australia Pty. Limited","Approved","11/2/2025","11/2/2025"
"A-0621909","Department of Primary Industries and Regional Development Grant Management - Renewal","Department of Primary Industries and Regional Development","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","35.00","Strategic","8/31/2026","Q3-2027","Research","Capgemini Australia Pty. Limited","Pending Approval","11/3/2025","11/3/2025"
"A-0701467","Euroclear SA/NV Bamcom - Renewal","Euroclear SA/NV","USD","0.00","EUR","0.00","USD","0.00","EMEA","Nordics & Benelux","35.00","Strategic","1/31/2027","Q4-2027","Research","Capgemini Belgium N.V/S.A","Pending Approval","2/4/2026","2/4/2026"
"A-0474873","Bayerische Motoren Werke AG EFACT - Renewal","Bayerische Motoren Werke AG","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","15.00","Influencing","10/31/2026","Q3-2027","Research","Capgemini Deutschland Gmbh","Pending Approval","2/13/2025","2/3/2025"
"A-0522552","Bayerische Motoren Werke AG EFACT - Renewal - Run Rate - FY27-Q1","Bayerische Motoren Werke AG","USD","167.41","EUR","943.70","USD","0.00","EMEA","DACH I","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Capgemini Deutschland Gmbh","Approved","5/2/2025","5/2/2025"
"A-0523407","Allianz Technology - Switzerland Branch MongoDB Migration Support for Production System - Renewal - Run Rate - FY27-Q1","Allianz Technology - Switzerland Branch","USD","73264.16","EUR","413010.58","USD","0.00","EMEA","DACH I","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Capgemini Deutschland Gmbh","Approved","5/2/2025","5/2/2025"
"A-0562559","Bayerische Motoren Werke AG EFACT - Renewal - Run Rate - FY27-Q2","Bayerische Motoren Werke AG","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Capgemini Deutschland Gmbh","Approved","8/2/2025","8/2/2025"
"A-0563435","Allianz Technology - Switzerland Branch MongoDB Migration Support for Production System - Renewal - Run Rate - FY27-Q2","Allianz Technology - Switzerland Branch","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Capgemini Deutschland Gmbh","Approved","8/2/2025","8/2/2025"
"A-0608914","Allianz Technology - Switzerland Branch MongoDB Migration Support for Production System - Renewal - Run Rate - FY27-Q3","Allianz Technology - Switzerland Branch","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Capgemini Deutschland Gmbh","Approved","11/2/2025","11/2/2025"
"A-0607995","Bayerische Motoren Werke AG EFACT - Renewal - Run Rate - FY27-Q3","Bayerische Motoren Werke AG","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Capgemini Deutschland Gmbh","Approved","11/2/2025","11/2/2025"
"A-0649007","Allianz Technology - Switzerland Branch MongoDB Migration Support for Production System - Renewal - Run Rate - FY27-Q4","Allianz Technology - Switzerland Branch","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Capgemini Deutschland Gmbh","Approved","2/2/2026","2/2/2026"
"A-0701426","Allianz Technology - Switzerland Branch Atlas Master Contract - Renewal","Allianz Technology - Switzerland Branch","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","15.00","Influencing","12/31/2026","Q4-2027","Research","Capgemini Deutschland Gmbh","Pending Approval","2/4/2026","2/4/2026"
"A-0433771","Poste Italiane - Custom Reporting - Replace - Classic","Poste Italiane Spa","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","35.00","Strategic","7/31/2026","Q2-2027","Discovery","Capgemini Italia S.p.A.","Approved","1/24/2025","1/24/2025"
"A-0523330","Capgemini Italia S.p.A. Pilot FSI - Renewal - Run Rate - FY27-Q1","Capgemini Italia S.p.A.","USD","0.00","USD","1661.16","USD","0.00","Global","Global","0.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Capgemini Italia S.p.A.","Rejected","5/2/2025","5/2/2025"
"A-0517545","Poste Italiane Spa Poste - Gestione Documentale Digital - Launch - Fast - AC - Renewal - Run Rate - FY27-Q1","Poste Italiane Spa","USD","-1237.18","USD","-8247.86","USD","0.00","EMEA","IMEA","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Capgemini Italia S.p.A.","Approved","5/2/2025","5/2/2025"
"A-0536354","Capgemini Italia S.p.A. Pilot FSI - Renewal","Capgemini Italia S.p.A.","USD","0.00","USD","0.00","USD","0.00","Global","Global","0.00","Strategic","4/30/2026","Q1-2027","Research","Capgemini Italia S.p.A.","Rejected","5/7/2025","5/7/2025"
"A-0537930","Poste Italiane - GiroFondi - Launch - Fast - Org. - Run Rate - FY27-Q1","Poste Italiane Spa","USD","273.60","USD","781.71","USD","0.00","EMEA","IMEA","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Capgemini Italia S.p.A.","Approved","5/14/2025","5/14/2025"
"A-0538166","Poste Italiane - Personal Financial Management - Select - Classic- AC - Run Rate - FY27-Q1","Poste Italiane Spa","USD","2418.29","USD","16121.95","USD","0.00","EMEA","IMEA","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Capgemini Italia S.p.A.","Approved","5/15/2025","5/15/2025"
"A-0541548","Capgemini Italia - free atlas credits - Run Rate - FY27-Q1","Capgemini Italia S.p.A.","USD","570.63","USD","1630.37","USD","0.00","Global","Global","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Capgemini Italia S.p.A.","Approved","5/31/2025","5/31/2025"
"A-0548632","NWL - Penske Truck Leasing Co., L.P. - Event Observability","Penske Truck Leasing Co., L.P.","USD","0.00","USD","0.00","USD","0.00","NAMER","Great Lakes","35.00","Strategic","7/15/2026","Q2-2027","Discovery","Capgemini Italia S.p.A.","Approved","7/3/2025","6/23/2025"
